feature,gain_importance_mean,gain_importance_std,split_importance_mean,split_importance_std,perm_importance_mean,perm_importance_std,gain_importance_norm_mean,split_importance_norm_mean,perm_importance_norm_mean,validation_roc_auc_mean,feature_family,consolidated_score,consolidated_rank,gain_rank,split_rank,perm_rank,is_zero_importance,is_near_zero_importance,importance_bucket,in_low_value_tail,in_cluster,cluster_theme,cluster_role,selection_action,selection_reason,selected
drop_blk_Mean_log,46.64658031463623,37.009343904780785,2.2,1.6431676725154984,3.813642238357229e-05,2.7672522362771147e-05,0.0006603515466609,0.0014666666666666,0.0002517083884846,0.687002344113593,Log Features,0.0007929088672707,97,104,67,88,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
adults_missing_ind,56.178700065612794,42.01302226956512,1.6,1.140175425099138,7.260588107635969e-05,0.0001027281124272,0.0007955348740296,0.0010666666666666,0.0004976483485712,0.687002344113593,Missing Indicators,0.0007866166297558,98,92,70,77,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
rev_Mean_missing_ind,42.83424053192139,33.17613388507322,2.0,1.7320508075688774,5.287094921357187e-05,8.508940121559216e-05,0.0006084906038624,0.0013333333333333,0.0003516095320378,0.687002344113593,Missing Indicators,0.0007644778230778,99,108,68,83,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_opkv_Mean_log,42.45036010742187,55.2371115029349,1.8,2.4899799195977463,-8.70737196379645e-05,0.000360016306153,0.000604603373689,0.0012,0.0004441097343332,0.687002344113593,Log Features,0.0007495710360074,100,110,69,161,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
infobase_missing_ind,50.6450798034668,61.25669580784808,1.4,1.6733200530681511,9.434097495226724e-05,9.101164534715436e-05,0.0007165055855285,0.0009333333333333,0.0005755587283653,0.687002344113593,Missing Indicators,0.0007417992157424,101,97,71,65,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
ccrndmou_Mean,33.48014049530029,26.143510060661605,1.6,1.140175425099138,7.33392738144915e-05,0.0001815010034824,0.000473761992132,0.0010666666666666,0.0006842706039184,0.687002344113593,Original Features,0.0007415664209056,102,116,70,76,False,True,near_zero,True,True,support,redundant,drop,near_zero_importance,False
threeway_Mean,43.71180038452148,24.99420465688057,2.4,1.140175425099138,-9.154074813394104e-05,2.7741709542202676e-05,0.0006187202051709,0.0016,0.0,0.687002344113593,Original Features,0.0007395734017236,103,107,66,162,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
complete_Mean,37.84552001953125,38.076308232104665,1.8,1.9235384061671343,6.433854475545637e-05,0.0001312851556164,0.0005361862231034,0.0012,0.0004742635044355,0.687002344113593,Original Features,0.0007368165758463,104,113,69,79,False,True,near_zero,True,True,usage,redundant,drop,near_zero_importance,False
avg3mou_log,34.41549987792969,28.38761364045211,1.4,1.140175425099138,6.120495760154979e-05,0.0002745875141357,0.0004876228934075,0.0009333333333333,0.0007759462560518,0.687002344113593,Log Features,0.0007323008275975,105,114,71,80,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg3rev_log,52.376380157470706,65.90571685743909,1.6,1.6733200530681511,4.240343467821391e-05,9.970829369016904e-05,0.0007389102062579,0.0010666666666666,0.0003539070457835,0.687002344113593,Log Features,0.0007198279729027,106,96,70,86,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
income_missing_ind,53.50199890136719,49.29651678319726,1.4,1.140175425099138,5.953815592392905e-05,0.0001189254762216,0.0007569418199411,0.0009333333333333,0.000452316584341,0.687002344113593,Missing Indicators,0.0007141972458718,107,95,71,81,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
attempt_Mean,47.13182029724121,51.12008881128246,1.8,2.16794833886788,-5.2070884408291395e-05,0.000241818907246,0.0006696053592895,0.0012,0.0002614399366959,0.687002344113593,Original Features,0.0007103484319951,108,102,69,155,False,True,near_zero,True,True,usage,redundant,drop,near_zero_importance,False
hnd_webcap_missing_ind,42.367320442199706,45.77309689546846,1.6,1.51657508881031,2.960239779420023e-05,0.0001754844396341,0.0005991668820582,0.0010666666666666,0.0004120030828728,0.687002344113593,Missing Indicators,0.0006926122105325,109,111,70,90,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg3qty_log,33.752420043945314,11.793586748137738,1.4,0.5477225575051661,8.574027829585014e-05,0.0001235308994221,0.0004779215311876,0.0009333333333333,0.0005877803784808,0.687002344113593,Log Features,0.0006663450810006,110,115,71,71,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
comp_vce_Mean,43.935340118408206,44.86145734110927,2.0,2.0,-0.0001376778185699,0.0001764370790471,0.0006203715787826,0.0013333333333333,2.197932252960251e-05,0.687002344113593,Original Features,0.0006585614115485,111,106,68,171,False,True,near_zero,True,True,usage,redundant,drop,near_zero_importance,False
peak_vce_Mean_log,50.44980010986328,34.4866725638984,1.8,0.8366600265340756,-5.220422854251467e-05,5.890232810256207e-05,0.0007139010800473,0.0012,4.831229064661711e-05,0.687002344113593,Log Features,0.0006540711235646,112,98,69,156,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
ovrmou_Mean_log,55.223019409179685,30.04110747324624,1.4,0.5477225575051662,-5.533781569639906e-05,0.0001115188731526,0.0007817370710666,0.0009333333333333,0.0001823830777832,0.687002344113593,Log Features,0.000632484494061,113,93,71,158,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
opk_vce_Mean_log,27.180599975585935,23.99190266342143,1.4,1.140175425099138,4.833724865046888e-05,0.0001223475576691,0.0003849062773831,0.0009333333333333,0.0004647779349314,0.687002344113593,Log Features,0.0005943391818826,114,123,71,84,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
totcalls_log,22.159579849243165,20.710867419584662,1.2,1.095445115010332,0.0001092755179836,0.0001105875872358,0.000313859406798,0.0008,0.0006691168700849,0.687002344113593,Log Features,0.0005943254256276,115,129,72,60,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
infobase,50.27791976928711,54.20342576964461,1.2,1.3038404810405295,1.7534753648392373e-05,8.609497776137542e-05,0.0007120598807129,0.0008,0.0002564046243736,0.687002344113593,Original Features,0.0005894881683622,116,99,72,98,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
custcare_Mean_log,48.01973991394043,50.32344066261603,1.4,1.51657508881031,4.66704469722265e-07,5.862243630532007e-05,0.0006793002902819,0.0009333333333333,0.0001267386412199,0.687002344113593,Log Features,0.000579790754945,117,100,71,119,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
da_Mean,28.781319618225098,25.926934907882465,1.8,1.4832396974191326,-1.2934381018214758e-05,4.353984617596521e-05,0.0004088651200336,0.0012,6.731870564051373e-05,0.687002344113593,Original Features,0.0005587279418913,118,121,69,135,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
ownrent,46.901460838317874,54.915727029780115,1.2,1.3038404810405295,1.960158772862375e-05,8.691388670561123e-05,0.000663317679739,0.0008,0.0001954981129001,0.687002344113593,Original Features,0.0005529385975464,119,103,72,96,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg6rev_log,29.022339248657225,33.6673352120677,1.0,0.7071067811865476,2.8535644720532417e-05,0.0001120295586321,0.0004122137539,0.0006666666666666,0.0003740867133611,0.687002344113593,Log Features,0.0004843223779759,120,120,73,91,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
datovr_Mean,23.041960144042967,20.3941610469897,1.4,1.140175425099138,1.5667935769444104e-05,5.104605649864852e-05,0.0003264243834219,0.0009333333333333,0.00014706987198,0.687002344113593,Original Features,0.0004689425295784,121,128,71,100,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg6mou_missing_ind,27.137719917297364,20.323713461371312,1.2,1.095445115010332,7.400599448548205e-06,8.403834880343999e-05,0.0003845258924497,0.0008,0.0002068887991204,0.687002344113593,Missing Indicators,0.00046380489719,122,124,72,111,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
prizm_social_one,29.04816017150879,20.03097590016679,1.4,0.8944271909999159,-2.526871343248397e-05,5.037018410711517e-05,0.0004113119069632,0.0009333333333333,3.682300511185469e-05,0.687002344113593,Original Features,0.0004604894151361,123,119,71,142,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
iwylis_vce_Mean_log,30.709719848632812,24.99785097950689,1.4,1.140175425099138,-5.233757267675277e-05,5.893929518712278e-05,0.0004360716564475,0.0009333333333333,6.873734087319485e-06,0.687002344113593,Log Features,0.0004587595746227,124,118,71,157,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
totmou_log,24.796180152893065,23.232628851740586,1.2,0.8366600265340756,1.7801441916757515e-05,9.297664186825553e-05,0.0003518489533157,0.0008,0.0002218069882926,0.687002344113593,Log Features,0.0004578853138694,125,126,72,97,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
kid16_17,14.385260200500488,14.74766570715941,0.8,0.8366600265340756,9.034065092609438e-05,9.141704443760848e-05,0.0002035421590883,0.0005333333333333,0.0006095065761435,0.687002344113593,Original Features,0.000448794022855,126,140,74,68,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
adjmou_log,17.220580291748046,18.19931769219764,1.0,1.0,2.606877823769782e-05,0.0001162386906669,0.0002432719130366,0.0006666666666666,0.0003854273002696,0.687002344113593,Log Features,0.0004317886266576,127,135,73,92,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
models,14.455719566345214,14.639263904359687,0.6,0.5477225575051662,0.0001032750319442,0.0001171953376254,0.0002049530679118,0.0004,0.0006745839009621,0.687002344113593,Original Features,0.000426512322958,128,139,75,61,False,True,near_zero,True,True,device,redundant,drop,near_zero_importance,False
callwait_Mean_log,20.90405979156494,14.12251331421124,1.0,0.7071067811865476,3.9203175457210485e-05,4.591220273278649e-05,0.0002959992744531,0.0006666666666666,0.0002412721086503,0.687002344113593,Log Features,0.0004013126832567,129,130,73,87,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mouowylisv_Mean_log,31.714560127258306,32.704665425878716,1.0,0.7071067811865476,6.667206709683735e-08,3.516311619263935e-05,0.0004489650419304,0.0006666666666666,7.68650473284998e-05,0.687002344113593,Log Features,0.0003974989186418,130,117,73,120,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
inonemin_Mean_log,19.637539863586422,17.448933498828225,1.2,1.095445115010332,-2.3668583821945257e-05,6.770046960189382e-05,0.0002773394954801,0.0008,0.0001084848206004,0.687002344113593,Log Features,0.0003952747720268,131,131,72,140,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
ownrent_missing_ind,28.753940963745116,18.057163934330756,0.8,0.4472135954999579,2.3801927956161135e-05,6.406184795747261e-05,0.0004067240164719,0.0005333333333333,0.0002094705757711,0.687002344113593,Missing Indicators,0.0003831759751921,132,122,74,94,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
lor_missing_ind,24.389580154418944,24.255195666361924,0.8,0.4472135954999579,1.4667854762710306e-06,0.0001194073734454,0.0003462535739716,0.0005333333333333,0.0002629065117969,0.687002344113593,Missing Indicators,0.0003808311397006,133,127,74,115,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_peav_Mean_log,25.35453987121582,16.54143223984477,1.0,0.7071067811865476,-3.1602559807349565e-05,0.0001047911732534,0.0003591865711667,0.0006666666666666,8.926762284692573e-05,0.687002344113593,Log Features,0.0003717069535601,134,125,73,146,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg6mou_log,18.92229976654053,20.417995344391382,1.0,1.0,-3.506950729674774e-05,6.512883321437077e-05,0.0002673099825472,0.0006666666666666,8.921540866536633e-06,0.687002344113593,Log Features,0.0003142993966934,135,132,73,149,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
threeway_Mean_log,14.530139923095703,10.003024276848976,1.0,0.7071067811865476,-4.920398552285359e-05,7.427302688638948e-05,0.0002061968915833,0.0006666666666666,1.0539725600505672e-05,0.687002344113593,Log Features,0.0002944677612835,136,138,73,154,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
recv_vce_Mean_log,12.520940017700196,11.789236317851753,0.6,0.5477225575051662,8.334008388014941e-06,0.0001295099540546,0.000176932201563,0.0004,0.0002961495158904,0.687002344113593,Log Features,0.0002910272391511,137,142,75,109,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
complete_Mean_log,13.669939994812012,13.339330738930768,0.6,0.5477225575051662,1.5001215098423928e-05,5.611059533504952e-05,0.0001934552717258,0.0004,0.0001426894289849,0.687002344113593,Log Features,0.0002453815669035,138,141,75,101,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_rvce_Mean_log,17.643300247192382,16.4344098490753,0.6,0.5477225575051661,-9.400761461682745e-06,2.7763532838267332e-05,0.0002488145075138,0.0004,2.4825157193678183e-05,0.687002344113593,Log Features,0.0002245465549025,139,133,75,133,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
comp_dat_Mean,10.43667984008789,9.528190291794433,0.6,0.5477225575051661,-8.534024589327651e-06,5.268654377786151e-05,0.0001471706278922,0.0004,9.256628570903226e-05,0.687002344113593,Original Features,0.000213245637867,140,143,75,132,False,True,near_zero,True,True,service,redundant,drop,near_zero_importance,False
dwllsize_missing_ind,14.996939849853517,14.236210397531366,0.6,0.5477225575051661,-2.220179834568163e-05,6.064666550612347e-05,0.0002127958279389,0.0004,2.360197655925606e-05,0.687002344113593,Missing Indicators,0.0002121326014994,141,136,75,139,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
plcd_vce_Mean,10.056239891052249,9.65403914703481,0.6,0.5477225575051662,9.8674659313606e-06,1.9430361206321792e-05,0.0001426196119859,0.0004,8.295845207507669e-05,0.687002344113593,Original Features,0.0002085260213536,142,145,75,104,False,True,near_zero,True,True,usage,redundant,drop,near_zero_importance,False
comp_vce_Mean_log,10.08478012084961,13.810292143505718,0.4,0.5477225575051661,2.42686324259056e-05,4.601061040237302e-05,0.0001428738350291,0.0002666666666666,0.0001750630935793,0.687002344113593,Log Features,0.0001948678650917,143,144,76,93,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
hnd_price_missing_ind,14.807880401611328,20.33158241936976,0.4,0.5477225575051661,8.133992186694825e-06,3.4829854141195735e-05,0.0002097165418547,0.0002666666666666,9.734575419947847e-05,0.687002344113593,Missing Indicators,0.0001912429875736,144,137,76,110,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_Mean_missing_ind,17.415480041503905,24.091808972541916,0.4,0.5477225575051661,8.93405699195308e-06,1.8171043487708568e-05,0.00024544546231,0.0002666666666666,5.699472003918994e-05,0.687002344113593,Missing Indicators,0.0001897022830053,145,134,76,107,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
roam_Mean_log,8.231119918823243,11.555813064980844,0.4,0.5477225575051662,2.0401652533867205e-05,2.803538620433176e-05,0.000116123873914,0.0002666666666666,0.0001301632876867,0.687002344113593,Log Features,0.0001709846094224,146,147,76,95,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
owylis_vce_Mean_log,5.421220016479492,12.122216477830676,0.2,0.447213595499958,3.6002916236229274e-05,8.050496809243952e-05,7.641387978431436e-05,0.0001333333333333,0.000247454427143,0.687002344113593,Log Features,0.0001524005467535,147,154,77,89,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_opkd_Mean,9.913139724731446,14.745571158737118,0.4,0.5477225575051662,3.933651959150038e-06,5.833329623130568e-06,0.0001404287292855,0.0002666666666666,2.345935608326108e-05,0.687002344113593,Original Features,0.0001435182506784,148,146,76,114,False,True,near_zero,True,True,service_2,redundant,drop,near_zero_importance,False
cc_mou_Mean_log,6.521080017089844,8.930824661019916,0.4,0.5477225575051661,-1.8668178789260636e-06,1.739649143494814e-05,9.244588910482197e-05,0.0002666666666666,2.3753542901318595e-05,0.687002344113593,Log Features,0.0001276220328909,149,151,76,122,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_cdat_Mean,7.003059768676758,9.64650484096708,0.4,0.5477225575051661,-3.606958830330391e-05,5.121634325207937e-05,9.9167040888364e-05,0.0002666666666666,0.0,0.687002344113593,Original Features,0.000121944569185,150,149,76,150,False,True,near_zero,True,True,service_2,redundant,drop,near_zero_importance,False
mou_pead_Mean,6.939419937133789,15.517014703848467,0.4,0.894427190999916,-7.067239113034418e-06,1.580282706999028e-05,9.779084662481872e-05,0.0002666666666666,0.0,0.687002344113593,Original Features,0.0001214858377638,151,150,76,125,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
peak_dat_Mean,6.404939842224121,8.85968411749861,0.4,0.5477225575051661,-7.20058324722809e-06,1.1609366417150624e-05,9.078657345190066e-05,0.0002666666666666,0.0,0.687002344113593,Original Features,0.0001191510800395,152,152,76,126,False,True,near_zero,True,True,service,redundant,drop,near_zero_importance,False
totmrc_Mean_missing_ind,8.043319702148438,17.985409618767267,0.2,0.4472135954999579,7.333927381451371e-06,1.6399160166972292e-05,0.0001135454014097,0.0001333333333333,4.266823892662227e-05,0.687002344113593,Missing Indicators,9.651565788989598e-05,153,148,77,112,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
opk_dat_Mean,2.7397199630737306,6.126200076746075,0.2,0.4472135954999579,1.6201312306292812e-05,3.622723564157462e-05,3.867589682831719e-05,0.0001333333333333,9.425801871969504e-05,0.687002344113593,Original Features,8.87557496271152e-05,154,169,77,99,False,True,near_zero,True,True,service,redundant,drop,near_zero_importance,False
truck_missing_ind,2.7765600204467775,6.208576949327201,0.2,0.447213595499958,1.2134316212934297e-05,2.71331559125989e-05,3.912750021816117e-05,0.0001333333333333,7.692762885370264e-05,0.687002344113593,Missing Indicators,8.312948746839906e-05,155,168,77,102,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
plcd_dat_Mean_log,3.315380096435547,7.413415266879691,0.2,0.447213595499958,1.0867546937961177e-05,2.430057370195088e-05,4.6720594725589746e-05,0.0001333333333333,6.889672254482204e-05,0.687002344113593,Log Features,8.298355020124839e-05,156,162,77,103,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
da_Mean_log,3.521620178222656,7.874582109440784,0.2,0.447213595499958,9.134073193250993e-06,2.042440857156779e-05,4.962694603285239e-05,0.0001333333333333,5.790706127997386e-05,0.687002344113593,Log Features,8.028911354871985e-05,157,159,77,106,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
avg6qty_log,4.0450599670410154,9.04502905936677,0.2,0.4472135954999579,5.06707709990728e-06,1.1330328842625171e-05,5.759275639121887e-05,0.0001333333333333,3.680734984656309e-05,0.687002344113593,Log Features,7.591114652370509e-05,158,158,77,113,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
vceovr_Mean_log,5.899539947509766,13.191772358607375,0.2,0.4472135954999579,-1.84681625878369e-05,4.129606696592174e-05,8.32822337391141e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,7.220518902414915e-05,159,153,77,137,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
blck_vce_Mean_log,4.0751800537109375,9.1123796206489,0.2,0.447213595499958,-1.5467919568153597e-05,3.4587319624890634e-05,5.812537221438034e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,6.381956851590457e-05,160,156,77,136,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
creditcd,4.119660186767578,9.211840221811784,0.2,0.447213595499958,-8.2673363209033e-06,1.8486326006392795e-05,5.806796575437875e-05,0.0001333333333333,0.0,0.687002344113593,Original Features,6.380043302923737e-05,161,155,77,130,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
unan_vce_Mean_log,4.048180007934571,9.052005682897336,0.2,0.447213595499958,-2.173509387594456e-05,4.8601147403951415e-05,5.704726819416213e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,6.346020050916516e-05,162,157,77,138,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
kid3_5,3.1640600204467773,7.075053290608368,0.2,0.447213595499958,1.4001134091889963e-06,3.130748759155575e-06,4.512982591520952e-05,0.0001333333333333,8.454650863197103e-06,0.687002344113593,Original Features,6.230593670391332e-05,163,164,77,116,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
low_usage_x_high_charge,3.441640090942383,7.695741197435726,0.2,0.447213595499958,6.000486039233384e-07,1.3417494681764318e-06,4.849986040910856e-05,0.0001333333333333,3.804113514661293e-06,0.687002344113593,Interaction Features,6.18791024190344e-05,164,161,77,118,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
plcd_vce_Mean_log,3.520880126953125,7.872927304495277,0.2,0.447213595499958,-3.1402543606036855e-05,7.021822216949978e-05,4.961651717268125e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,6.098328350200486e-05,165,160,77,145,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
mou_opkd_Mean_log,3.3150398254394533,7.412654397801654,0.2,0.447213595499958,-7.7339597840916e-06,1.7293659812478416e-05,4.671579960019147e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,6.001637764450827e-05,166,163,77,129,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
adults,2.723360061645508,6.089618225047373,0.2,0.447213595499958,1.000081006548766e-06,2.2362491136494532e-06,3.884400570541055e-05,0.0001333333333333,6.039036330765685e-06,0.687002344113593,Original Features,5.940545845650319e-05,167,170,77,117,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
low_usage_x_poor_service,3.018280029296875,6.749079320637869,0.2,0.447213595499958,-7.733959784069396e-06,1.7293659812428766e-05,4.254365006640396e-05,0.0001333333333333,0.0,0.687002344113593,Interaction Features,5.862566113324576e-05,168,165,77,128,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
plcd_dat_Mean,2.8913799285888673,6.465322069103195,0.2,0.4472135954999579,-1.0067482132717724e-05,2.251157441102139e-05,4.1166890285557534e-05,0.0001333333333333,0.0,0.687002344113593,Original Features,5.816674120629696e-05,169,166,77,134,False,True,near_zero,True,True,service,redundant,drop,near_zero_importance,False
unan_dat_Mean_log,2.878260040283203,6.435985106994525,0.2,0.4472135954999579,-3.600291623628849e-06,8.050496809257193e-06,4.063163018974048e-05,0.0001333333333333,0.0,0.687002344113593,Log Features,5.798832117435794e-05,170,167,77,124,False,True,near_zero,True,False,none,none,drop,near_zero_importance,False
marital_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
models_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
models_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
mou_cdat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
mou_pead_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
new_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
numbcars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
numbcars_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
old_device_x_low_value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Interaction Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
opk_dat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
ovrmou_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
ovrrev_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
refurb_new_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
phones_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
phones_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
prizm_social_one_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
recv_sms_Mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
recv_sms_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid6_10_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
roam_Mean_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
rv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
rv_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
rv_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
truck_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
peak_dat_Mean_log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Log Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
kid6_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Original Features,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
area_missing_ind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687002344113593,Missing Indicators,0.0,171,171,78,121,True,False,zero,True,False,none,none,drop,zero_importance,False
