model,best_trial_number,max_depth,learning_rate,num_leaves,min_child_samples,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,min_split_gain,n_estimators,baseline_validation_roc_auc,tuned_validation_roc_auc,roc_auc_improvement,baseline_train_roc_auc,tuned_train_roc_auc,baseline_roc_auc_gap,tuned_roc_auc_gap
LightGBM,66,12,0.12269880305829967,99,27,0.6865798643049159,0.6147859226286729,0,0.0016395292049427045,7.945154546449115,0.40281930987161474,50,0.6873151279026604,0.6950476477650354,0.007732519862374998,0.712870451547508,0.7790484319886338,0.025555323644847694,0.08400078422359847
